u,v,buildings_count
2914093949,2914093948,1
2918518726,2918518727,1
2918518727,2918518726,1
2920731842,2920731844,1
2920731842,2920731845,1
2920731844,2920731842,1
2920731845,2920731842,1
2921258262,2388210359,1
2930997119,2930997135,1
2930997125,2930997135,1
2930997132,2930997135,1
2930997135,2930997119,1
2930997135,2930997125,1
2930997135,2930997132,1
2931072629,2931072630,2
2931072630,2255813406,1
2931072630,2351920802,1
2931072630,2824284164,2
2931072630,2931072629,2
2931115240,4950749455,1
2933533699,2490874012,1
2933614546,4726329703,1
2933625545,2989282130,1
2939807209,5264712075,1
2939807210,5264712077,1
2943813059,1580168438,1
2953066007,2378383729,1
2953066008,2378383729,1
2953861028,2378383728,1
2953861029,2378383728,1
2953861030,2378383717,1
2953861031,2378383717,1
2953861032,2378383725,1
2953861833,2378383725,1
2953861834,2378383723,1
2953861835,2378383723,1
2953861836,3417201677,1
2953861837,3417201677,1
2953861838,3417201674,1
2953861839,3417201674,1
2953861840,3417201672,1
2953861841,3417201672,1
2953861842,3417201669,1
2953861843,3417201669,1
2964845255,2964845258,1
2964845258,2964845255,1
2964845258,2964845265,1
2964845265,2964845258,1
2987398131,1505684178,1
2989282130,2933625545,1
2994753925,2994753927,2
2994753927,2994753925,2
2998172676,4190022545,1
3013003687,3013003690,1
3013003690,3013003687,1
3013003708,3013003713,1
3013003713,3013003708,1
3017829951,454435082,1
3017829966,454435082,1
3017829976,454425114,1
3017829976,454438852,1
3017829987,454425114,1
3044375185,3930387040,1
3054475992,3556528127,1
3085198344,3085198345,1
3085198345,3085198344,1
3085198349,1579375911,1
3088872708,3088872711,1
3088872711,3088872708,1
3089139879,3089139922,1
3089139880,3089139923,1
3089139884,3089139924,1
3089139907,3089139927,1
3089139908,3089139928,1
3089139909,3089139926,1
3089139910,3089139919,1
3089139916,4714003139,1
3089139917,3089139919,1
3089139919,3089139910,1
3089139919,3089139917,1
3089139921,3089139924,2
3089139922,3089139879,1
3089139923,3089139880,1
3089139924,3089139884,1
3089139924,3089139921,2
3089139926,3089139909,1
3089139927,3089139907,1
3089139928,3089139908,1
3090349567,3090349568,1
3090349568,3090349567,1
3100567817,3100571355,1
3100571355,3100567817,1
3105222847,478634574,1
3105222848,3105222863,1
3105222863,3105222848,1
3105222864,3105222865,1
3105222865,3105222864,1
3105224665,478634690,1
3106249629,5703164369,1
3123633726,3123637851,2
3123637851,3123637831,2
3123637851,7848738167,1
3127283607,1579405495,1
3127841165,9905698251,1
3127841175,3127841178,1
3127841178,3127841175,1
3127841178,3127841180,1
3127841179,10280614089,1
3127841180,3127841178,1
3142820974,3142820976,1
3142820976,3142820974,1
3188612087,3188612089,1
3188612089,3188612087,1
3194196849,3194196851,1
3194196851,3194196849,1
3208182416,3208182417,1
3208182417,3208182416,1
3224267813,3224267814,1
3224267814,3224267813,1
3224267818,3224267819,1
3224267819,3224267818,1
3224274862,3224274863,1
3224274863,3224274862,1
3240114264,3240114265,1
3240114265,3240114264,1
3279874620,6048840410,1
3288523970,3288523974,1
3288523974,3288523970,1
3288877663,3288877671,1
3288877671,3288877663,1
3288877672,3288877679,1
3288877679,3288877672,1
3289070009,3289070011,1
3289070011,3289070009,1
3289070014,3289070015,1
3289070015,3289070014,1
3295567317,4795451911,1
3296230846,20930086,1
3305197395,8233786,1
3330007041,662159931,1
3338530931,3338571832,1
3338571832,3338530931,1
3341926689,2340692314,1
3346885487,6332099156,1
3348541743,3348541745,1
3348541745,3348541743,1
3355497695,3373325363,1
3355497696,3373325363,1
3355497697,3373325364,1
3355497698,3373325364,1
3355497699,3373325365,1
3355497700,3373325365,1
3365417384,1678035930,1
3373325363,3355497695,1
3373325363,3355497696,1
3373325364,3355497697,1
3373325364,3355497698,1
3373325365,3355497699,1
3373325365,3355497700,1
3378907818,3378907837,1
3378907822,3394151289,1
3378907837,3378907818,1
3379923762,2067337720,1
3391623294,9834619249,1
3391623315,9834619253,1
3391623821,9834619251,1
3392584318,26490177,1
3392584321,26490190,1
3394151289,3378907822,1
3396810988,3396810989,1
3396810989,3396810988,1
3399641134,10833678379,1
3401474062,3401474064,1
3401474064,3401474062,1
3402571305,10018790162,1
3410404943,3410404940,1
3416213701,3416213702,1
3416213702,3416213701,1
3417201667,3635229219,1
3417201669,2953861842,1
3417201669,2953861843,1
3417201669,3635229220,2
3417201672,2953861840,1
3417201672,2953861841,1
3417201672,3635229221,2
3417201674,2953861838,1
3417201674,2953861839,1
3417201674,3635229222,2
3417201677,2953861836,1
3417201677,2953861837,1
3417201677,3635229223,2
3439446082,3439446084,1
3439446083,3439446085,2
3439446084,3439446082,1
3439446085,2659476593,1
3439446085,3439446083,2
3439446085,3439446095,1
3439446088,3439446095,2
3439446095,3439446085,1
3439446095,3439446088,2
3439446095,3439446101,1
3439446101,2659476595,1
3439446101,3439446095,1
3439446101,3439446116,2
3439446116,3439446101,2
3441677542,3441727085,1
3441677543,3441727086,1
3441727078,3441727080,1
3441727079,3441727082,1
3441727080,2508122608,1
3441727080,3441727078,1
3441727080,3441727081,1
3441727080,3441727083,1
3441727081,3441727080,1
3441727082,3441727079,1
3441727083,3441727080,1
3441727085,3441677542,1
3441727086,3441677543,1
3452020159,257802926,1
3466388425,3466388430,1
3466388430,3466388425,1
3466388431,7508678338,1
3466388432,10651829395,1
3468170567,3468170568,1
3468170568,3468170567,1
3468170569,3468170570,1
3468170570,3468170569,1
3470622731,564829755,1
3471422240,3471422243,1
3471422243,3471422240,1
3474302169,3474302172,1
3474302172,3474302169,1
3491785136,3492771145,1
3491787208,2050031384,1
3492771145,3491785136,1
3492771146,6570982818,1
3496749420,1277939646,1
3496749436,1277939652,1
3496749436,1277939661,1
3496749436,3496749438,1
3496749438,1277939665,1
3496749438,3496749436,1
3496749438,3496749439,1
3496749439,1277939664,1
3496749439,3496749438,1
3496749439,6167979446,1
3498950781,4502499915,1
3529010436,9181261808,1
3529010440,9181261808,1
3529941813,3529941815,1
3529941815,3529941813,1
3530253647,3530253650,1
3530253650,3530253647,1
3535823219,3638789646,1
3556528127,3054475992,1
3578263651,3578263654,1
3578263654,3578263651,1
3587685746,3587685747,1
3587685747,3587685746,1
3587685748,3587685749,1
3587685749,3587685748,1
3587691498,3587691499,1
3587691499,3587691498,1
3587691512,3587691513,1
3587691513,3587691512,1
3587691514,3587691515,1
3587691515,3587691514,1
3587691521,3587691522,1
3587691522,3587691521,1
3594065866,10570665013,1
3605946802,3605946803,1
3605946803,3605946802,1
3624876859,3638789646,1
3624876859,3638789667,1
3625328671,3625328672,1
3625328672,3625328671,1
3625328681,3625328682,1
3625328682,3625328681,1
3627937193,3627937203,1
3627937197,9878392140,1
3627937198,3627937199,1
3627937199,3627937198,1
3627937203,3627937193,1
3629264598,5309316096,1
3630841999,3630841995,1
3632497357,3632497359,1
3632497357,3632497360,1
3632497357,5520862933,1
3632497359,3632497357,1
3632497360,3632497357,1
3632717593,5715936964,1
3634600842,10739167804,1
3635229216,3635229219,1
3635229216,3635229228,1
3635229216,7600398063,1
3635229216,10832230279,1
3635229217,2512504212,1
3635229217,2513054100,1
3635229217,3635229226,1
3635229218,3635229220,1
3635229218,3635229221,1
3635229218,3635266134,1
3635229219,3417201667,1
3635229219,3635229216,1
3635229219,3635229220,1
3635229219,10832230277,1
3635229220,3417201669,2
3635229220,3635229218,1
3635229220,3635229219,1
3635229220,10832230266,1
3635229221,3417201672,2
3635229221,3635229218,1
3635229221,3635229222,1
3635229221,10832230265,1
3635229222,3417201674,2
3635229222,3635229221,1
3635229222,3635229223,1
3635229222,10832230264,1
3635229223,3417201677,2
3635229223,3635229222,1
3635229223,3635229224,1
3635229223,10832230263,1
3635229224,3635229223,1
3635229224,3635266133,1
3635229224,10832230260,1
3635229226,3635229217,1
3635229226,3635266134,1
3635229226,3635266135,1
3635229226,10832230281,1
3635229228,287346374,1
3635229228,3635229216,1
3635229228,3635266135,1
3635266133,3635229224,1
3635266133,3635266134,1
3635266133,10832230284,1
3635266134,3635229218,1
3635266134,3635229226,1
3635266134,3635266133,1
3635266134,3635266135,1
3635266135,3635229226,1
3635266135,3635229228,1
3635266135,3635266134,1
3636998462,3636998469,2
3636998469,3636998462,2
3638789299,3638789302,1
3638789302,3638789299,1
3638789646,3535823219,1
3638789646,3624876859,1
3638789663,1608112354,1
3638789667,1457235214,1
3638789667,3624876859,1
3641701398,3641701402,1
3641701402,3641701398,1
3641701416,2182156269,1
3646998398,7373450461,1
3730710123,1855678824,1
3730710136,9961325672,1
3732183396,9645583859,1
3739034065,3739034066,1
3739034066,3739034065,1
3739034066,3739034067,1
3739034067,3739034066,1
3744567750,3744567751,1
3744567751,3744567750,1
3744812737,3744812738,1
3744812738,3744812737,1
3744812738,3744812741,1
3744812738,9521493248,2
3744812741,3744812738,1
3746140069,3746140072,1
3761410738,3761410738,2
3761417548,3761417549,1
3761417549,3761417548,1
3761431626,7298852837,1
3761448791,3761448796,1
3761448797,3761448798,1
3771825673,3771825676,1
3771825676,3771825673,1
3771910721,7596712870,2
3775807539,4929000954,2
3779551364,4309857119,1
3790337788,3790337792,1
3790337792,3790337788,1
3792177544,8491538832,1
3822952749,3822955574,1
3822952751,3822955567,1
3822952752,3822955588,1
3822955557,3822955588,1
3822955563,3822955570,1
3822955564,3822955582,1
3822955565,3822955594,1
3822955567,3822952751,1
3822955568,3822955582,1
3822955570,3822955563,1
3822955574,3822952749,1
3822955582,3822955564,1
3822955582,3822955568,1
3822955588,3822952752,1
3822955588,3822955557,1
3822955594,3822955565,1
3832394900,1900389685,1
3832394900,9839949351,1
3835210709,6535947013,1
3835210709,6535947078,1
3858601949,9839949357,1
3858601956,9839949357,1
3858602369,9839949350,1
3858602373,9839949350,1
3858602376,9839949347,1
3858602381,9839949347,1
3858602389,9839949349,1
3858602392,9839949349,1
3910377297,24973072,1
3930387027,3930387032,1
3930387027,3930387040,1
3930387027,3930387042,1
3930387032,3930387027,1
3930387032,3930387033,1
3930387032,3930387044,1
3930387033,3930387032,1
3930387033,3930387049,2
3930387040,3044375185,1
3930387040,3930387027,1
3930387040,3930387042,1
3930387042,3930387027,1
3930387042,3930387040,1
3930387042,3930387044,1
3930387044,3930387032,1
3930387044,3930387042,1
3930387044,3930387049,1
3930387049,3930387033,2
3930387049,3930387044,1
3938259542,3938259543,1
3938259543,3938259542,1
3948130152,3948130155,1
3948130154,3948130156,1
3948130155,3948130152,1
3948130156,3948130154,1
3948130156,3948130966,1
3948130966,3948130156,1
3948130974,1718634468,1
3964324619,7099886994,1
3997224542,8599247876,1
3997224624,8599247876,1
3998863464,8990288645,1
4012217398,4012217399,1
4012217399,4012217398,1
4012217422,4012217431,1
4012217431,4012217422,1
4012217443,4012217444,1
4012217444,4012217443,1
4012217842,4012217852,1
4012217852,4012217842,1
4012217852,4012217858,1
4012217858,4012217852,1
4014446205,4014446227,1
4014446227,4014446205,1
4014446401,4014446434,1
4014446434,4014446401,1
4075007227,4075007228,1
4075007228,4075007227,1
4103908999,10149277108,1
4103909010,4103909014,1
4103909014,4103909010,1
4103909017,10149292218,1
4183249325,4183249332,1
4183249332,4183249325,1
4183249341,4183249348,1
4183249348,4183249341,1
4183249355,4183249360,1
4183249360,4183249355,1
4183267544,4183345197,1
4183345197,4183267544,1
4190022545,2998172676,1
4199695832,10864269587,1
4199695860,4199695863,1
4199695863,4200080297,1
4199695896,9793905355,1
4200080188,4200080297,1
4200080293,4200080301,1
4200080297,4199695863,1
4200080297,4200080188,1
4200080301,4200080293,1
4209879604,6606543849,1
4218000679,9821927098,1
4218000684,735113193,1
4218000684,9821927094,1
4225294592,5887571936,1
4233708567,2531886187,1
4242967124,4242967127,1
4242967124,4242967128,1
4242967124,4242967132,1
4242967127,4242967124,1
4242967128,4242967124,1
4242967128,4242967131,1
4242967128,4298804582,2
4242967131,4242967128,1
4242967132,4242967124,1
4242967132,4242967135,1
4242967132,4242967136,1
4242967135,4242967132,1
4242967136,4242967132,1
4242967136,4242967139,1
4242967136,4242967140,1
4242967139,4242967136,1
4242967140,4242967136,1
4242967140,4242967143,1
4242967140,4242967144,1
4242967143,4242967140,1
4242967144,1056744912,1
4242967144,4242967140,1
4242967144,4242967147,1
4242967147,4242967144,1
4243241597,4243535493,1
4243535487,4243535488,1
4243535487,4298804583,1
4243535487,4298806018,1
4243535488,4243535487,1
4243535488,4243535489,1
4243535488,4298806019,1
4243535489,4243535488,1
4243535489,4243535490,1
4243535489,4298806020,1
4243535490,4243535489,1
4243535490,4243535491,1
4243535490,4298806021,1
4243535491,4243535490,1
4243535491,4243535492,1
4243535491,4298806022,1
4243535492,4243535491,1
4243535492,4243535493,1
4243535492,4298806023,1
4243535493,4243241597,1
4243535493,4243535492,1
4243535493,4298806024,1
4257078040,4257078043,1
4257078043,4257078040,1
4298804582,4242967128,2
4298804583,4243535487,1
4298806018,4243535487,1
4298806019,4243535488,1
4298806020,4243535489,1
4298806021,4243535490,1
4298806022,4243535491,1
4298806023,4243535492,1
4298806024,4243535493,1
4305444891,4967805640,1
4306456865,4307713879,1
4306456867,8561125125,1
4307365116,4638414510,1
4307713879,4306456865,1
4307713881,4307713883,1
4307713883,4307713881,1
4309857119,4305444786,1
4309857119,4967805640,1
4351209569,7099886999,1
4354374054,4354374069,1
4354374064,4354374054,1
4354374069,1458183221,3
4354374069,4354374054,1
4370956129,4453523722,1
4370984768,4370984769,1
4370984769,4370984768,1
4393205503,10836844753,1
4404849070,4404849072,1
4404849071,4404849077,1
4404849071,4404849083,1
4404849071,9803884419,1
4404849072,4404849070,1
4404849072,4404849077,2
4404849077,4404849071,1
4404849077,4404849072,2
4404849080,4404849081,1
4404849080,4404849085,1
4404849080,9803884420,1
4404849081,4404849080,1
4404849082,4404849083,1
4404849083,4404849082,1
4404849083,4404849085,1
4404849085,4404849080,1
4404849085,4404849083,1
4404849085,4404849086,1
4404849086,4404849085,1
4405966698,5644060471,1
4413843338,9873303808,1
4453523722,4370956129,1
4468826572,4468826577,1
4468826573,4468826577,1
4468826577,4468826572,1
4468826577,4468826573,1
4484056197,4484056202,1
4484056202,4484056197,1
4485796696,4485796697,1
4485796697,4485796696,1
4494556199,4494556203,1
4494556203,4494556199,1
4502272958,9948078910,1
4502272958,9948078911,2
4502272966,4502272969,1
4502272969,4502272966,1
4502499187,10014250820,1
4502499900,4502499908,1
4502499905,4502499908,1
4502499908,4502499900,1
4502499908,4502499905,1
4502499915,3498950781,1
4502542236,9971128052,1
4502542237,4502542240,1
4502542240,4502542237,1
4502542241,4502542244,1
4502542244,4502542241,1
4504190903,4504190907,1
4504190907,4504190903,1
4504215769,4504215774,1
4504215774,4504215769,1
4513737681,6685620876,1
4514061523,4514061526,1
4514061526,4514061523,1
4527950108,1029964923,1
4528134894,1659103289,1
4535434945,10939743596,1
4551111285,8438731115,1
4553099163,9954881861,4
4572131813,4572131815,1
4572131815,4572131813,1
4596484903,4596484906,1
4596484906,4596484903,1
4600012922,5842178241,1
4600486604,4618085609,1
4600520185,4618085600,1
4600521090,4606114026,1
4601060469,4603075337,1
4601062089,4603075351,1
4602181841,4606114051,1
4603075337,4601060469,1
4603075351,4601062089,1
4606114026,4600521090,1
4606114051,4602181841,1
4608009842,4608009844,1
4608009844,4608009842,1
4613248162,4613248165,1
4613248165,4613248162,1
4613839740,4613839754,1
4613839754,4613839740,1
4615985495,4615985515,1
4615985515,4615985495,1
4616082998,5859616206,1
4617953782,4618548277,1
4617953782,7245841040,1
4618085600,4600520185,1
4618085609,4600486604,1
4618548277,4617953782,1
4620769368,1579375964,1
4624962058,1802808172,1
4625116505,1629204950,1
4626190493,6044849881,1
4626190493,9580414065,1
4637495416,1236258992,1
4637495429,1236259018,1
4638414507,4638414509,1
4638414509,4638414507,1
4638414510,4307365116,1
4641802360,8963073006,1
4646072528,727392864,1
4652106947,4652106965,1
4652106965,4652106947,1
4666932066,1236587502,1
4670271594,1802532197,1
4679112803,10649898804,1
4679112814,7773050,1
4693958426,4693958429,1
4693958429,4693958426,1
4702871954,4718246367,1
4702872041,4728340265,1
4702872191,4718246365,1
4708295049,5477029924,1
4714003139,3089139916,1
4717073280,4717073290,1
4717073290,4717073280,1
4718246365,4702872191,1
4718246367,4702871954,1
4725812211,4725812249,1
4725812249,4725812211,1
4726329564,4726329566,1
4726329566,4726329564,1
4726329703,2933614546,1
4728340265,4702872041,1
4729808445,8826075434,1
4732883899,7487092,1
4789449573,4789449574,1
4789449574,4789449573,1
4795451911,3295567317,1
4815487352,9006888179,1
4894132945,8687389698,1
4894132947,5639071431,1
4903882041,1042960676,1
4924695568,277634354,1
4924695591,588481080,1
4928761331,9922478812,1
4928761335,9922478810,1
4929000954,3775807539,2
4934556059,8687399133,1
4937608748,9972104470,1
4945414579,257790076,1
4945875322,4945875325,1
4945875325,4945875322,1
4950749455,2931115240,1
4950834284,4950834290,1
4950834284,5504104723,1
4950834284,5504104726,1
4950834290,4950834284,1
4951106141,4951106144,1
4951106142,4951106144,1
4951106144,1496314332,1
4951106144,4951106141,1
4951106144,4951106142,1
4951106144,5001051541,1
4952355015,5851405862,1
4952355228,5851405861,1
4965953355,2631272250,1
4965953355,2631272263,1
4965953355,4965953361,1
4965953356,2631272250,1
4965953356,4965953361,1
4965953361,4965953355,1
4965953361,4965953356,1
4967805640,4305444782,1
4973315567,9776026711,1
4973363468,4973363469,1
4973363468,9825791195,1
4973363469,4973363468,1
4973363469,9825791194,2
4974537385,4974537388,1
4974537385,9803884424,1
4974537388,4974537385,1
4974537388,9091138298,1
4980714607,4980714609,1
4980714607,4980714615,1
4980714607,8188786463,1
4980714609,4980714607,1
4980714609,4980714613,2
4980714609,4988130908,1
4980714610,10939349,1
4980714610,315018174,1
4980714610,4980714612,1
4980714612,4980714610,1
4980714612,4980714613,2
4980714612,4980714615,1
4980714612,10829900603,1
4980714613,315018172,2
4980714613,4980714609,2
4980714613,4980714612,2
4980714615,538264851,1
4980714615,4980714607,1
4980714615,4980714612,1
4980714615,10829900602,1
4980714618,538264851,1
4988130908,1657624837,1
4988130908,4980714609,1
5001051541,4951106144,1
5001051617,6065757765,1
5009898447,5009898448,1
5009898448,5009898447,1
5020753576,5020753577,1
5020753577,5020753576,1
5027270163,5027270167,1
5027270167,5027270163,1
5029391890,5029391891,1
5029391891,5029391890,1
5030956389,5431064380,1
5045404828,2137074832,1
5065870648,2257829658,1
5065870713,2257829658,1
5066122141,2257829658,1
5073252277,5073252279,1
5073252277,5073252324,1
5073252279,5073252277,1
5073252324,5073252277,1
5075688822,10763078986,1
5109757361,9947099963,1
5155532742,5155532747,1
5155532747,5155532742,1
5200116751,564838228,1
5221432149,8982510235,1
5242430400,5242430406,1
5242430406,5242430400,1
5247001104,5247001106,1
5256150325,5256150328,1
5256150328,5256150325,1
5260647048,5899327020,1
5260647056,5899327018,1
5260647065,5899327022,1
5260647077,5899327026,1
5260647096,5899327029,1
5260647101,5899327024,1
5264712075,2939807209,1
5264712077,2939807210,1
5273662230,5273662231,1
5273662231,5273662230,1
5274881495,5274881496,1
5274881496,5274881495,1
5275133240,5282576992,1
5275133241,5282568323,1
5275133248,5282649695,1
5275133255,5282558844,1
5275133259,5282558847,1
5275133260,5282558852,1
5282558844,5275133255,1
5282558844,5282558853,1
5282558845,12727440,1
5282558846,5282558847,1
5282558847,5275133259,1
5282558847,5282558846,1
5282558852,5275133260,1
5282558853,5282558844,1
5282565523,5282565525,1
5282565523,5282565528,1
5282565524,12727448,1
5282565525,5282565523,1
5282565528,5282565523,1
5282568323,5275133241,1
5282576992,5275133240,1
5282649695,5275133248,1
5282649699,5282649700,1
5282649700,5282649699,1
5284835296,5284835307,4
5284835307,5284835296,4
5297278616,5297278619,1
5297278619,5297278616,1
5297516286,10846848868,1
5297516288,10846848857,1
5298319250,5298319259,1
5298319252,10141226859,1
5298319259,5298319250,1
5299631425,5299631429,1
5299631429,5299631425,1
5303060133,6427211108,1
5303113347,5639071431,1
5308323040,9328058951,1
5308369775,5308369776,1
5308369776,5308369775,1
5308391495,291748961,2
5308391495,291748966,1
5309316096,3629264598,1
5320787976,5320787979,1
5320787979,5320787976,1
5320812212,6817551023,1
5323396410,10864798752,1
5331144327,5331144326,1
5331144329,5331144328,1
5333603264,9949466832,1
5340621806,8464556868,1
5346552168,249633141,1
5347212857,6038736694,1
5361799263,5361799273,1
5361799273,5361799263,1
5397095869,1823323267,1
5411125460,6387791148,1
5431064380,5030956389,1
5451372895,8088634,2
5464809164,5464809168,1
5464809168,5464809164,1
5464809173,10131037271,1
5471286575,5471286576,1
5471286576,5471286575,1
5473361278,7099887003,1
5477029924,4708295049,1
5479185369,6805490189,1
5480460160,5121447999,1
5480460161,5121448002,1
5480460172,5594311519,1
5487376291,9883869863,1
5487431874,7211080,1
5503416928,7447554365,1
5504104523,5504104524,1
5504104524,5504104523,1
5504104611,1038414672,2
5504104710,5504104723,1
5504104722,5504104723,1
5504104723,4950834284,1
5504104723,5504104710,1
5504104723,5504104722,1
5504104726,4950834284,1
5504104726,6352788972,1
5506114139,5506856582,1
5506856582,5506114139,1
5513540295,5513540303,1
5513540303,5513540295,1
5513541948,6477350844,1
5520862924,5520862933,1
5520862931,5520862933,1
5520862933,3632497357,1
5520862933,5520862924,1
5520862933,5520862931,1
5520862933,5672472886,1
5535928325,5535928326,1
5535928326,5535928325,1
5535928328,5535928329,1
5535928329,5535928328,1
5546553247,5563081050,1
5561730095,5561730096,1
5561730096,5561730095,1
5561730097,5561730099,1
5561730099,5561730097,1
5561730100,5561730102,1
5561730102,5561730100,1
5561730103,5561730104,1
5561730104,5561730103,1
5563081050,5546553247,1
5586606656,9283040410,1
5591554754,9645569864,1
5594311519,5480460172,1
5594311520,5594311524,1
5594311524,5594311520,1
5601380655,10130035118,1
5623027306,8491601658,1
5639071431,4894132947,1
5639071431,5303113347,1
5639071431,8687389698,1
5644060471,4405966698,1
5672472886,5520862933,1
5680196413,5680196414,1
5680196413,5680196626,2
5680196413,5680196630,2
5680196414,5680196413,1
5680196414,5680196415,1
5680196414,5680196633,1
5680196415,595293330,2
5680196415,5680196414,1
5680196415,5680196633,1
5680196415,5680196643,2
5680196625,5680196630,2
5680196626,5680196413,2
5680196630,5680196413,2
5680196630,5680196625,2
5680196633,5680196414,1
5680196633,5680196415,1
5680196633,5680196642,2
5680196642,5680196633,2
5680196643,5680196415,2
5680196749,593869909,1
5680196749,5680196750,1
5680196749,5680196773,2
5680196750,5680196749,1
5680196750,5680196770,2
5680196750,10229248949,1
5680196758,5680196773,3
5680196758,5680196775,2
5680196761,593869908,2
5680196761,5680196770,3
5680196770,5680196750,2
5680196770,5680196761,3
5680196773,5680196749,2
5680196773,5680196758,3
5680196775,5680196758,2
5688563738,10635018310,1
5699199832,10240929913,1
5699199833,10240929930,1
5699199836,10607983993,1
5699199839,9833616156,1
5699199860,9834698424,1
5703164347,5703164369,1
5703164369,3106249629,1
5703164369,5703164347,1
5703164369,5703164371,1
5703164369,5703164728,1
5703164371,5703164369,1
5703164728,5703164369,1
5711868499,5711868503,1
5711868503,5711868499,1
5715936949,5715936964,1
5715936964,3632717593,1
5715936964,5715936949,1
5715936964,8547000127,1
5715936964,10279165382,1
5724557356,9645569864,1
5725202526,5867513338,1
5728160863,5728160866,1
5728160863,5890591653,1
5728160866,5728160863,1
5728160869,5728171069,1
5728171069,5728160869,1
5754863538,5754863545,1
5754863538,10684413456,1
5754863545,5754863538,1
5754863547,1623964487,1
5764141027,1784421047,1
5764141030,1784421093,1
5768753813,8086386535,1
5768753824,5768753826,1
5768753826,5768753824,1
5779085196,257790016,1
5779085196,5779103660,1
